pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
1099,305,11778,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,Requerimento,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1362,1727,3386,PETIÇÃO CRIMINAL,Leve,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1972,11541,11491,REPRESENTAÇÃO,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,1,0,1,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,speech_crime
1045,279,11655,INQUÉRITO POLICIAL,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
1364,1727,11447,PETIÇÃO CRIMINAL,Não-Apresentação de Denúncia ou Não Execução de Sentença Penal Condenatória no Prazo Legal,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1976,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Abandono Intelectual,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1043,279,11653,INQUÉRITO POLICIAL,Propaganda Política - Propaganda Eleitoral - Adesivo,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
1978,272,3391,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Abandono de incapaz,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1365,1727,11476,PETIÇÃO CRIMINAL,Obtenção de Documento Falso para Fins Eleitorais,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1980,272,11718,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Abuso - De Poder Econômico,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,abuse
1035,279,14684,INQUÉRITO POLICIAL,Perseguição,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1034,279,,INQUÉRITO POLICIAL,Perda de Bens e Valores,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1032,279,3550,INQUÉRITO POLICIAL,Peculato mediante erro de outrem,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1030,279,,INQUÉRITO POLICIAL,Patrocínio infiel,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1027,279,,INQUÉRITO POLICIAL,Obtenção de documento falso,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1018,279,,INQUÉRITO POLICIAL,Jogo do bicho,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1016,279,11978,INQUÉRITO POLICIAL,Invasão de Dispositivo Informático,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1014,279,11431,INQUÉRITO POLICIAL,Intervenção Indevida de Autoridade Junto à Mesa Receptora,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1989,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Apropriação de Coisa Achada,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1009,279,11440,INQUÉRITO POLICIAL,Inscrição Fraudulenta Efetivada pelo Juiz,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1992,272,14685,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Associação Criminosa,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1003,279,11596,INQUÉRITO POLICIAL,Inelegibilidade - Abuso do Poder Econômico ou Político,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,eligibility
1994,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Assédio Sexual,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1052,279,,INQUÉRITO POLICIAL,Quadrilha ou Bando,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1969,11541,,REPRESENTAÇÃO,Revisão de Eleitorado - Cadastramento Biométrico,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1757,1733,,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),"\""Lavagem\"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção",1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1752,1733,11509,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Violação do Sigilo da Urna ou dos Invólucros,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1096,305,3633,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,Crimes do Sistema Nacional de Armas,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1094,305,5897,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,Associação para a Produção e Tráfico e Condutas Afins,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1352,1727,,PETIÇÃO CRIMINAL,Identidade de Gênero,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1092,305,10819,LIBERDADE PROVISÓRIA COM OU SEM FIANÇA,Aliciamento de eleitores,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1091,333,11438,INSANIDADE MENTAL DO ACUSADO,Inscrição Fraudulenta,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1090,333,11472,INSANIDADE MENTAL DO ACUSADO,Falsificação ou Alteração de Documento Público para Fins Eleitorais,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1088,333,,INSANIDADE MENTAL DO ACUSADO,Excludentes,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1087,333,11466,INSANIDADE MENTAL DO ACUSADO,Dano a Equipamento Eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1076,279,12345,INQUÉRITO POLICIAL,Vias de fato,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1071,279,,INQUÉRITO POLICIAL,Uso ilegítimo de uniforme ou distintivo,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1067,279,,INQUÉRITO POLICIAL,Tráfico de influência,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1066,279,12731,INQUÉRITO POLICIAL,Transação Penal,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1360,1727,11524,PETIÇÃO CRIMINAL,Irregularidades dos Dados Publicados em Pesquisas Eleitorais,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1064,279,,INQUÉRITO POLICIAL,Subtração ou inutilização de livro ou documento,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1961,11541,15142,REPRESENTAÇÃO,Propaganda Política Irregular - Violência contra a Mulher,0,1,1,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1062,279,,INQUÉRITO POLICIAL,Sonegação do Estado de Filiação,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1963,11541,12463,REPRESENTAÇÃO,Providência,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1361,1727,,PETIÇÃO CRIMINAL,Jogo do bicho,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1965,11541,11618,REPRESENTAÇÃO,Registro de Candidatura - RRC - Candidato,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1057,279,3617,INQUÉRITO POLICIAL,Representação caluniosa,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1056,279,,INQUÉRITO POLICIAL,Registro de Nascimento Inexistente,0,1,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1210,12561,11776,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Veiculação de Propaganda Partidária - Em Inserções,0,1,1,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1343,1727,3542,PETIÇÃO CRIMINAL,Falsa identidade,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1712,1733,,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Falsificação de documento Público praticada por Funcionário Público,1,0,1,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1281,310,11445,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,"Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição",0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1291,12562,11576,PET-ADM,Alistamento Eleitoral - Domicílio Eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1818,11532,15018,REGISTRO DE CANDIDATURA,Candidatura Avulsa,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1290,310,15143,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1289,310,11475,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Uso de Documento Falso para Fins Eleitorais,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1286,310,3617,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Representação caluniosa,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1783,11793,11487,PRODUÇÃO ANTECIPADA DE PROVAS CRIMINAL,Injúria na Propaganda Eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1823,11532,11751,REGISTRO DE CANDIDATURA,Coligação Partidária - Majoritária e Proporcional,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1284,310,10607,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Quebra do Sigilo Bancário,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1283,310,11670,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1282,310,3548,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Peculato,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1280,310,,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,NI,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1216,309,14685,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Associação Criminosa,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1782,11793,11501,PRODUÇÃO ANTECIPADA DE PROVAS CRIMINAL,Corrupção Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1781,11793,10751,PRODUÇÃO ANTECIPADA DE PROVAS CRIMINAL,Captação ilícita de votos ou corrupção eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1276,310,11472,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Falsificação ou Alteração de Documento Público para Fins Eleitorais,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1275,310,14221,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Falsificação ou Alteração de Documento Particular para Fins Eleitorais,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1334,1727,10815,PETIÇÃO CRIMINAL,Desordem eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1834,11532,11596,REGISTRO DE CANDIDATURA,Inelegibilidade - Abuso do Poder Econômico ou Político,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1271,310,11455,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1837,11532,11599,REGISTRO DE CANDIDATURA,Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1270,310,3576,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Denunciação caluniosa,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1839,11532,11602,REGISTRO DE CANDIDATURA,Inelegibilidade - Parentesco,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1784,426,10751,RECURSO EM SENTIDO ESTRITO,Captação ilícita de votos ou corrupção eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1296,12562,11593,PET-ADM,Direito de Resposta,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,reply
1814,11532,11718,REGISTRO DE CANDIDATURA,Abuso - De Poder Econômico,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1297,12562,11757,PET-ADM,Filiação Partidária - Coexistência,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1791,426,,RECURSO EM SENTIDO ESTRITO,NI,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1792,426,11495,RECURSO EM SENTIDO ESTRITO,Pesquisa Fraudulenta,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1329,1727,3573,PETIÇÃO CRIMINAL,Desacato,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1794,426,11492,RECURSO EM SENTIDO ESTRITO,Realização de Propaganda Eleitoral em Língua Estrangeira,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1795,426,11451,RECURSO EM SENTIDO ESTRITO,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1328,1727,15020,PETIÇÃO CRIMINAL,Denunciação Caluniosa para Fins Eleitorais,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1788,426,3396,RECURSO EM SENTIDO ESTRITO,Difamação,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1326,1727,11517,PETIÇÃO CRIMINAL,Crimes contra os Partidos Políticos,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1799,12557,12563,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Alistamento Eleitoral - Estrangeiro,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1321,1727,10991,PETIÇÃO CRIMINAL,Corrupção Praticada por Prefeitos e Vereadores,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1319,1727,14689,PETIÇÃO CRIMINAL,Constituição de Milícia Privada,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1803,12557,11633,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Cargo - Prefeito,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1318,1727,,PETIÇÃO CRIMINAL,Coação no curso do processo,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1310,1727,,PETIÇÃO CRIMINAL,Aplicação da Pena,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1806,12557,11580,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Impugnação - Alistamento Eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1786,426,,RECURSO EM SENTIDO ESTRITO,Concussão,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1307,1727,3423,PETIÇÃO CRIMINAL,Alteração de limites,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1306,1727,10819,PETIÇÃO CRIMINAL,Aliciamento de eleitores,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1303,12562,12069,PET-ADM,Prestação de Contas - de Partido Político,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1301,12562,11769,PET-ADM,Partido Político - Comissão Provisória,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1785,426,11502,RECURSO EM SENTIDO ESTRITO,Coação Visando a Obtenção de Voto ou a sua Abstenção,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1840,11532,14936,REGISTRO DE CANDIDATURA,Inelegibilidade - Perda de Mandato,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1269,310,,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1842,11532,12392,REGISTRO DE CANDIDATURA,Inelegibilidade - Renúncia a cargo político na pendência de representação ou petição que possa levar a outra causa de inelegibilidade,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1867,11541,11714,REPRESENTAÇÃO,Apuração/Totalização de Votos,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1774,193,11722,PRODUÇÃO ANTECIPADA DA PROVA,Corrupção ou Fraude,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1242,309,11472,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Falsificação ou Alteração de Documento Público para Fins Eleitorais,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1341,1727,3552,PETIÇÃO CRIMINAL,Emprego irregular de verbas ou rendas públicas,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1239,309,3420,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Extorsão,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1238,309,11514,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Divulgação de Propaganda Eleitoral no Dia da Eleição,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1237,309,11483,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1236,309,11485,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Divulgação de Falsa Imputação,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1772,193,11721,PRODUÇÃO ANTECIPADA DA PROVA,Captação Ilícita de Sufrágio,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1877,11541,10751,REPRESENTAÇÃO,Captação ilícita de votos ou corrupção eleitoral,1,0,1,abuse_economic,abuse_economic,abuse_economic,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,vote_crime
1234,309,11452,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Desobediência a Ordens ou Instruções da Justiça Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1233,309,11455,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1231,309,11497,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Crimes contra o Sigilo ou o Exercício do Voto,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1230,309,11437,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Crimes contra o Serviço da Justiça Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1228,309,3637,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Crimes Previstos no Estatuto da criança e do adolescente,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1883,11541,11736,REPRESENTAÇÃO,Cautelar Inominada - De Produção Antecipada de Provas,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1227,309,12588,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Crimes Conexos,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1225,309,5876,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Corrupção Ativa em Transação Comercial Internacional,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1342,1727,3585,PETIÇÃO CRIMINAL,Exercício arbitrário ou abuso de poder,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1219,309,3395,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Calúnia,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1888,11541,11452,REPRESENTAÇÃO,Desobediência a Ordens ou Instruções da Justiça Eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1217,309,10755,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Boca de urna,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1245,309,11438,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Inscrição Fraudulenta,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1866,11541,10752,REPRESENTAÇÃO,Aliciamento eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1843,11532,11605,REGISTRO DE CANDIDATURA,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1865,11541,10819,REPRESENTAÇÃO,Aliciamento de eleitores,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1844,11532,11610,REGISTRO DE CANDIDATURA,Inelegibilidade - Vínculo em União Estável,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1268,310,11482,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Crimes contra a Propaganda Eleitoral,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1267,310,12588,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Crimes Conexos,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1266,310,,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Crime de Quebra de Sigilo Financeiro,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1778,193,12635,PRODUÇÃO ANTECIPADA DA PROVA,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1777,193,11663,PRODUÇÃO ANTECIPADA DA PROVA,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1260,310,11470,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1776,193,12639,PRODUÇÃO ANTECIPADA DA PROVA,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,0,1,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1258,,10751,PEDIDO DE PRISÃO TEMPORÁRIA,Captação ilícita de votos ou corrupção eleitoral,1,0,1,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
