election_year,uf,zona,id_municipio,id_municipio_tse,assunto,n_proc,n_proc_orig,n_proc_pre_eleic,n_dec,tempo_med_dias
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,2,2,2,2,638.9
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Bem Particular,1,1,1,2,642.5
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,1,1,1,2,647.5
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Bem Público,2,2,2,3,654.8
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Boca de Urna,1,1,0,1,625.3
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,2,647.0
2024,PE,102,2611309,25259,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",1,1,1,4,659.6
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,1,1,1,629.3
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,3,1,3,9,681.4
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Internet,1,0,1,3,705.4
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Redes Sociais,1,1,1,1,634.3
2024,PE,102,2611309,25259,Propaganda Política - Propaganda Eleitoral - Rádio,1,1,1,2,649.2
2024,PE,102,2611309,25259,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",1,1,1,1,630.3
2024,PE,102,2611309,25259,Registro de Candidatura - DRAP Partido/Coligação,12,12,12,27,681.9
2024,PE,102,2611309,25259,Registro de Candidatura - RRC - Candidato,99,99,99,270,681.1
2024,PE,102,2611309,25259,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,2,676.2
2024,PE,102,2616407,26271,Boca de urna,1,1,0,7,625.2
2024,PE,102,2616407,26271,Cargo - Vereador,1,1,1,3,679.3
2024,PE,102,2616407,26271,Cautelar Inominada - Preparatória,1,1,1,2,667.6
2024,PE,102,2616407,26271,Citação,1,1,0,3,566.6
2024,PE,102,2616407,26271,Contas - Não Apresentação das Contas,16,16,16,90,817.5
2024,PE,102,2616407,26271,Corrupção Eleitoral,1,1,0,6,433.6
2024,PE,102,2616407,26271,Eleições - 1° Turno,1,1,1,9,711.4
2024,PE,102,2616407,26271,Filiação Partidária - Lista Especial,1,1,1,4,683.5
2024,PE,102,2616407,26271,Injúria na Propaganda Eleitoral,1,1,1,5,669.3
2024,PE,102,2616407,26271,Oitiva,1,1,0,3,13.7
2024,PE,102,2616407,26271,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,1,5,629.6
2024,PE,105,2604106,23817,Apuração/Totalização de Votos,1,1,0,1,622.3
2024,PE,105,2604106,23817,Calúnia,1,1,1,4,643.3
2024,PE,105,2604106,23817,Candidato Eleito,1,1,1,6,630.1
2024,PE,105,2604106,23817,Cargo - Prefeito,5,3,5,19,657.4
2024,PE,105,2604106,23817,Cargo - Vereador,130,129,130,604,649.5
2024,PE,105,2604106,23817,Desobediência a Ordens ou Instruções da Justiça Eleitoral,1,1,1,5,630.5
2024,PE,105,2604106,23817,Direito de Resposta,4,3,4,38,654.0
2024,PE,105,2604106,23817,Eleições - 1° Turno,1,1,1,2,714.5
2024,PE,105,2604106,23817,Execução - Cumprimento de Sentença,20,2,19,297,652.9
2024,PE,105,2604106,23817,Filiação Partidária - Cancelamento,1,1,1,2,810.0
2024,PE,105,2604106,23817,Partido Político - Órgão de Direção Municipal,5,5,2,25,616.2
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Adesivo,2,1,2,13,665.8
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum,1,0,1,2,661.8
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Carreata/Caminhada/Passeata,1,1,1,1,684.4
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,6,670.2
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,22,14,22,113,643.5
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,5,0,5,12,711.3
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,1,1,1,2,628.4
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda,11,7,11,64,635.3
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco,1,1,1,10,652.1
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,2,0,2,12,666.0
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Internet,4,1,4,18,647.1
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Outdoors,1,1,1,5,652.4
2024,PE,105,2604106,23817,Propaganda Política - Propaganda Eleitoral - Redes Sociais,6,6,6,28,653.6
2024,PE,106,2604106,23817,Abuso - De Poder Econômico,2,1,1,10,591.8
2024,PE,106,2604106,23817,Abuso - De Poder Político/Autoridade,1,0,1,12,646.1
2024,PE,106,2604106,23817,Apuração/Totalização de Votos,1,1,1,2,630.7
2024,PE,106,2604106,23817,Calúnia,1,1,1,10,642.6
2024,PE,106,2604106,23817,Candidatura Fictícia,2,0,0,17,552.3
2024,PE,106,2604106,23817,Cargo - Prefeito,1,1,1,8,689.1
2024,PE,106,2604106,23817,Cargo - Vereador,106,106,104,474,648.3
2024,PE,106,2604106,23817,Citação,1,1,1,2,680.4
2024,PE,106,2604106,23817,Condicional do processo,1,1,0,3,244.3
2024,PE,106,2604106,23817,Conduta Vedada ao Agente Público,2,0,2,10,712.3
2024,PE,106,2604106,23817,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,2,2,2,8,632.7
2024,PE,106,2604106,23817,Divulgação de Propaganda Eleitoral no Dia da Eleição,1,1,0,8,625.3
2024,PE,106,2604106,23817,Eleições - 1° Turno,1,1,1,5,705.4
2024,PE,106,2604106,23817,Execução - Cumprimento de Sentença,4,4,4,27,649.1
2024,PE,106,2604106,23817,Filiação Partidária - Lista Especial,1,1,1,4,646.9
2024,PE,106,2604106,23817,Inelegibilidade - Abuso do Poder Econômico ou Político,2,0,0,13,552.5
2024,PE,106,2604106,23817,Inelegibilidade - Perda de Mandato,1,0,0,9,557.4
2024,PE,106,2604106,23817,Partido Político - Órgão de Direção Municipal,8,8,6,42,634.9
2024,PE,106,2604106,23817,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,5,4,5,16,688.1
2024,PE,106,2604106,23817,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,1,1,1,3,672.4
2024,PE,106,2604106,23817,Recursos Financeiros de Campanha Eleitoral,1,0,1,7,708.7
2024,PE,106,2604106,23817,Registro de Candidatura - DRAP Partido/Coligação,23,23,23,68,681.0
2024,PE,106,2604106,23817,Registro de Candidatura - Preenchimento de Vaga Remanescente,4,4,4,11,666.3
2024,PE,106,2604106,23817,Registro de Candidatura - RRC - Candidato,348,346,348,827,680.8
2024,PE,106,2604106,23817,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,3,3,3,7,666.2
2024,PE,106,2604106,23817,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,3,3,3,10,641.2
2024,PE,106,2604106,23817,Reversão de Desfiliação,3,2,3,9,710.3
2024,PE,107,2600203,23035,Apuração/Totalização de Votos,1,1,0,1,621.6
2024,PE,107,2600203,23035,Cargo - Prefeito,3,3,3,14,648.4
2024,PE,107,2600203,23035,Cargo - Vereador,26,26,26,53,649.2
2024,PE,107,2600203,23035,Eleições - 1° Turno,1,1,1,13,713.5
2024,PE,107,2600203,23035,Partido Político - Órgão de Direção Municipal,8,8,2,28,608.2
2024,PE,107,2600203,23035,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,2,631.1
2024,PE,107,2600203,23035,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,1,1,1,2,636.5
2024,PE,107,2600203,23035,Registro de Candidatura - DRAP Partido/Coligação,6,6,6,6,685.1
2024,PE,107,2600203,23035,Registro de Candidatura - RRC - Candidato,32,32,32,37,685.1
2024,PE,107,2605152,23140,Apuração/Totalização de Votos,1,1,0,1,621.6
2024,PE,107,2605152,23140,Cargo - Prefeito,1,1,1,2,648.4
2024,PE,107,2605152,23140,Cargo - Vereador,21,21,21,43,648.1
2024,PE,107,2605152,23140,Partido Político - Órgão de Direção Municipal,4,4,2,12,621.6
2024,PE,107,2605152,23140,Registro de Candidatura - DRAP Partido/Coligação,3,3,3,3,682.5
2024,PE,107,2605152,23140,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,2,670.4
2024,PE,107,2605152,23140,Registro de Candidatura - RRC - Candidato,21,21,21,22,682.5
2024,PE,108,2601805,23353,Apuração/Totalização de Votos,1,1,1,2,627.6
2024,PE,108,2601805,23353,Cargo - Prefeito,4,4,4,11,648.2
2024,PE,108,2601805,23353,Cargo - Vereador,41,41,41,105,648.7
2024,PE,108,2601805,23353,Eleições - 1° Turno,1,1,1,7,718.6
2024,PE,108,2601805,23353,Execução - Cumprimento de Sentença,11,6,11,116,636.8
2024,PE,108,2601805,23353,Filiação Partidária - Lista Especial,1,1,1,2,690.1
2024,PE,108,2601805,23353,Partido Político - Órgão de Direção Municipal,6,6,1,19,604.8
2024,PE,108,2601805,23353,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,3,670.0
2024,PE,108,2601805,23353,Propaganda Política - Propaganda Eleitoral - Redes Sociais,5,5,5,6,646.0
2024,PE,108,2601805,23353,Registro de Candidatura - DRAP Partido/Coligação,9,9,9,9,681.7
2024,PE,108,2601805,23353,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,2,669.9
2024,PE,108,2601805,23353,Registro de Candidatura - RRC - Candidato,47,46,47,79,682.4
2024,PE,108,2603405,23671,Apuração/Totalização de Votos,1,1,1,2,627.6
2024,PE,108,2603405,23671,Cargo - Prefeito,2,2,2,5,648.0
2024,PE,108,2603405,23671,Cargo - Vereador,24,24,24,55,648.2
2024,PE,108,2603405,23671,Partido Político - Órgão de Direção Municipal,7,7,0,21,594.9
2024,PE,108,2603405,23671,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,1,2,686.4
2024,PE,108,2603405,23671,Registro de Candidatura - DRAP Partido/Coligação,5,5,5,6,679.9
2024,PE,108,2603405,23671,Registro de Candidatura - RRC - Candidato,28,27,28,33,680.0
2024,PE,109,2612505,25496,Abuso - De Poder Político/Autoridade,3,2,2,11,661.9
2024,PE,109,2612505,25496,Apuração/Totalização de Votos,1,1,0,2,617.4
2024,PE,109,2612505,25496,Candidatura Fictícia,1,0,0,5,560.3
2024,PE,109,2612505,25496,Cargo - Prefeito,6,5,6,16,659.4
2024,PE,109,2612505,25496,Cargo - Vereador,149,148,147,425,648.5
2024,PE,109,2612505,25496,Citação,1,0,0,2,61.2
2024,PE,109,2612505,25496,Contas - Não Apresentação das Contas,7,7,0,21,265.4
2024,PE,109,2612505,25496,Divulgação de Fatos Inverídicos na Propaganda Eleitoral,1,1,0,4,624.5
2024,PE,109,2612505,25496,Divulgação de Propaganda Eleitoral no Dia da Eleição,2,1,0,13,604.3
2024,PE,109,2612505,25496,Eleições - 1° Turno,2,2,2,4,687.2
2024,PE,109,2612505,25496,Execução - Cumprimento de Sentença,4,1,4,42,700.2
2024,PE,109,2612505,25496,Filiação Partidária - Cancelamento,1,1,0,1,299.5
2024,PE,109,2612505,25496,Filiação Partidária - Coexistência,1,1,1,2,714.3
2024,PE,109,2612505,25496,Interrogatório,1,1,0,1,383.6
2024,PE,109,2612505,25496,NI,2,1,1,24,627.3
2024,PE,109,2612505,25496,Partido Político - Órgão de Direção Municipal,17,17,7,42,588.4
2024,PE,109,2612505,25496,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,6,6,6,14,664.2
2024,PE,109,2612505,25496,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,4,4,4,11,674.3
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Adesivo,1,1,1,3,642.2
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,0,1,3,690.3
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,1,1,1,2,634.3
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Bem Público,1,1,1,2,634.1
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,1,0,1,9,641.2
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,7,3,7,27,674.1
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,3,2,3,9,704.4
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,1,1,1,3,656.2
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Internet,4,1,4,18,654.2
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Redes Sociais,1,1,1,4,676.5
2024,PE,109,2612505,25496,Propaganda Política - Propaganda Eleitoral - Rádio,2,2,2,6,643.1
2024,PE,109,2612505,25496,Registro de Candidatura - DRAP Partido/Coligação,13,13,13,27,681.8
2024,PE,109,2612505,25496,Registro de Candidatura - RRC - Candidato,157,157,157,188,681.9
2024,PE,109,2612505,25496,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,656.6
2024,PE,11,2607901,24570,Alistamento Eleitoral - Cancelamento,1,1,1,1,629.6
2024,PE,11,2607901,24570,Apuração/Totalização de Votos,1,1,1,1,631.3
2024,PE,11,2607901,24570,Cancelamento de Registro de Candidatura,1,1,1,1,694.6
2024,PE,11,2607901,24570,Citação,1,1,1,3,727.5
2024,PE,11,2607901,24570,Eleições - 1° Turno,1,1,1,8,715.5
2024,PE,11,2607901,24570,Filiação Partidária - Coexistência,1,1,1,4,707.5
2024,PE,11,2607901,24570,Impugnação ao Registro de Candidatura,1,0,1,2,687.5
2024,PE,11,2607901,24570,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,2,0,2,10,652.4
2024,PE,11,2607901,24570,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,6,5,6,20,670.7
2024,PE,11,2607901,24570,Registro de Candidatura - DRAP Partido/Coligação,25,25,25,26,684.1
2024,PE,11,2607901,24570,Registro de Candidatura - Preenchimento de Vaga Remanescente,2,2,2,2,673.0
2024,PE,11,2607901,24570,Registro de Candidatura - RRC - Candidato,498,495,498,580,684.1
2024,PE,11,2607901,24570,Registro de Candidatura - RRCI - Candidato Individual,1,0,1,3,664.3
2024,PE,11,2607901,24570,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,5,5,5,5,658.1
2024,PE,112,2615409,26077,Abuso - De Poder Político/Autoridade,1,0,1,6,641.4
2024,PE,112,2615409,26077,Abuso - Uso Indevido de Meio de Comunicação Social,1,0,1,5,676.4
2024,PE,112,2615409,26077,Apuração/Totalização de Votos,1,1,1,3,632.4
2024,PE,112,2615409,26077,Calúnia na Propaganda Eleitoral,1,0,0,9,579.5
2024,PE,112,2615409,26077,Cargo - Prefeito,5,5,3,6,557.2
2024,PE,112,2615409,26077,Cargo - Vereador,98,98,86,109,642.3
2024,PE,112,2615409,26077,Cor,1,1,0,3,461.5
2024,PE,112,2615409,26077,Corrupção Eleitoral,1,1,0,6,462.5
2024,PE,112,2615409,26077,Desobediência a Ordens ou Instruções da Justiça Eleitoral,1,1,1,2,645.4
2024,PE,112,2615409,26077,Eleições - 1° Turno,1,1,1,2,704.6
2024,PE,112,2615409,26077,Execução - Cumprimento de Sentença,5,0,5,31,686.3
2024,PE,112,2615409,26077,Inelegibilidade - Abuso do Poder Econômico ou Político,4,1,0,24,585.4
2024,PE,112,2615409,26077,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,1,0,1,5,626.1
2024,PE,112,2615409,26077,NI,1,0,1,8,650.3
2024,PE,112,2615409,26077,Partido Político - Órgão de Direção Municipal,17,17,8,19,619.8
2024,PE,112,2615409,26077,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,2,0,2,8,643.5
2024,PE,112,2615409,26077,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,1,0,1,5,628.3
2024,PE,112,2615409,26077,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,1,0,1,5,701.1
2024,PE,112,2615409,26077,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,1,1,1,1,645.3
2024,PE,112,2615409,26077,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,2,2,2,5,641.3
2024,PE,112,2615409,26077,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,3,2,3,8,654.6
2024,PE,112,2615409,26077,Propaganda Política - Propaganda Eleitoral - Internet,1,0,1,4,832.5
2024,PE,112,2615409,26077,Propaganda Política - Propaganda Eleitoral - Outdoors,1,1,1,2,635.3
2024,PE,112,2615409,26077,Registro de Candidatura - DRAP Partido/Coligação,12,12,12,14,684.6
2024,PE,112,2615409,26077,Registro de Candidatura - Preenchimento de Vaga Remanescente,3,3,3,3,673.3
2024,PE,112,2615409,26077,Registro de Candidatura - RRC - Candidato,103,102,103,112,685.7
2024,PE,112,2615409,26077,Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro,1,1,1,1,656.6
2024,PE,112,2615409,26077,Requerimento,1,1,1,1,686.5
2024,PE,114,2610707,25135,Arregimentação de Eleitor ou Boca de Urna,3,3,0,18,611.4
2024,PE,114,2610707,25135,Autorização de Divulgação de Publicidade Institucional,1,1,1,1,711.4
2024,PE,114,2610707,25135,Boca de urna,2,2,0,10,613.9
2024,PE,114,2610707,25135,Constrangimento ilegal,1,1,0,9,519.3
2024,PE,114,2610707,25135,Contas - Não Apresentação das Contas,5,5,0,15,252.2
2024,PE,114,2610707,25135,Criação do Partido Político,1,1,1,4,733.4
2024,PE,114,2610707,25135,Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,1,0,0,10,604.4
2024,PE,114,2610707,25135,Difamação,15,15,14,33,667.2
2024,PE,114,2610707,25135,Difamação na Propaganda Eleitoral,10,10,7,66,619.3
2024,PE,114,2610707,25135,Direito Líquido e Certo,1,1,0,1,540.5
2024,PE,114,2610707,25135,Direito de Resposta,1,1,0,3,610.3
2024,PE,114,2610707,25135,Divulgação de Propaganda Eleitoral no Dia da Eleição,1,1,0,1,614.1
2024,PE,114,2610707,25135,Eleições - 1° Turno,1,1,1,3,694.4
2024,PE,114,2610707,25135,Execução - Cumprimento de Sentença,39,11,23,320,645.6
2024,PE,114,2610707,25135,Filiação Partidária - Cancelamento,1,1,1,2,796.1
2024,PE,114,2610707,25135,Filiação Partidária - Lista Especial,1,1,1,3,722.4
2024,PE,114,2610707,25135,Injúria,3,3,2,6,654.4
2024,PE,114,2610707,25135,Injúria na Propaganda Eleitoral,1,1,0,10,470.3
2024,PE,114,2610707,25135,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,1,1,1,2,652.5
2024,PE,114,2610707,25135,Pesquisa Fraudulenta,1,1,0,7,449.6
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,1,2,659.2
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,1,1,1,3,676.5
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Bem Público,1,1,1,2,636.5
2024,PE,114,2610707,25135,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",1,1,1,2,650.5
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,20,14,11,72,643.9
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,3,0,3,9,674.3
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Internet,12,6,10,24,650.5
2024,PE,114,2610707,25135,Propaganda Política - Propaganda Eleitoral - Redes Sociais,10,9,7,44,643.6
2024,PE,116,2601003,23191,Apuração/Totalização de Votos,1,1,0,1,616.7
2024,PE,116,2601003,23191,Cargo - Prefeito,3,3,3,8,713.6
2024,PE,116,2601003,23191,Cargo - Vereador,40,40,33,83,632.6
2024,PE,116,2601003,23191,Cargo - Vice-Prefeito,1,1,1,2,670.4
2024,PE,116,2601003,23191,Convenção Partidária,1,1,1,1,700.4
2024,PE,116,2601003,23191,Difamação na Propaganda Eleitoral,1,1,0,6,582.4
2024,PE,116,2601003,23191,Execução - Cumprimento de Sentença,5,0,5,70,764.1
2024,PE,116,2601003,23191,Impugnação ao Registro de Candidatura,2,1,2,4,680.0
2024,PE,116,2601003,23191,Partido Político - Órgão de Direção Municipal,6,6,2,19,558.1
2024,PE,116,2601003,23191,Pesquisa Eleitoral - Registro de Pesquisa Eleitoral,4,3,4,13,719.1
2024,PE,116,2601003,23191,Propaganda Política - Propaganda Eleitoral - Bem Público,1,1,1,3,788.5
2024,PE,116,2601003,23191,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,2,1,2,8,733.5
2024,PE,116,2601003,23191,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",1,1,1,3,694.2
2024,PE,116,2601003,23191,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,1,1,1,6,659.5
2024,PE,116,2601003,23191,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,9,3,9,38,725.0
2024,PE,116,2601003,23191,Propaganda Política - Propaganda Institucional,1,1,1,4,714.5
2024,PE,116,2601003,23191,Registro de Candidatura - DRAP Partido/Coligação,6,6,6,6,680.3
2024,PE,116,2601003,23191,Registro de Candidatura - RRC - Candidato,42,42,42,42,680.2
2024,PE,116,2603702,23736,Apuração/Totalização de Votos,1,1,0,1,616.7
2024,PE,116,2603702,23736,Cargo - Prefeito,2,2,2,7,648.0
2024,PE,116,2603702,23736,Cargo - Vereador,33,32,32,101,644.2
2024,PE,116,2603702,23736,Citação,1,1,0,1,377.6
2024,PE,116,2603702,23736,Execução - Cumprimento de Sentença,1,0,1,12,655.4
2024,PE,116,2603702,23736,Partido Político - Órgão de Direção Municipal,8,7,3,27,615.3
2024,PE,116,2603702,23736,Propaganda Política - Propaganda Eleitoral - Redes Sociais,1,0,1,4,655.3
2024,PE,116,2603702,23736,Registro de Candidatura - DRAP Partido/Coligação,5,5,5,5,684.4
2024,PE,116,2603702,23736,Registro de Candidatura - RRC - Candidato,36,36,36,42,685.2
2024,PE,116,2613206,25631,Abuso - De Poder Econômico,2,1,2,8,648.7
2024,PE,116,2613206,25631,Apuração/Totalização de Votos,1,1,0,1,616.7
2024,PE,116,2613206,25631,Cargo - Prefeito,2,2,2,6,647.9
2024,PE,116,2613206,25631,Cargo - Vereador,48,48,33,115,631.8
2024,PE,116,2613206,25631,Eleições - 1° Turno,1,1,1,4,718.5
2024,PE,116,2613206,25631,Execução - Cumprimento de Sentença,3,2,3,20,692.5
2024,PE,116,2613206,25631,Impugnação ao Registro de Candidatura,1,0,1,4,679.6
2024,PE,116,2613206,25631,Partido Político - Órgão de Direção Municipal,10,10,4,26,616.6
2024,PE,116,2613206,25631,Propaganda Política - Propaganda Eleitoral - Adesivo,1,0,1,4,700.1
2024,PE,116,2613206,25631,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,3,0,3,14,700.1
2024,PE,116,2613206,25631,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,1,1,1,3,626.5
2024,PE,116,2613206,25631,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,27,19,27,123,700.1
2024,PE,116,2613206,25631,Propaganda Política - Propaganda Eleitoral - Redes Sociais,12,7,12,65,705.1
2024,PE,116,2613206,25631,Registro de Candidatura - DRAP Partido/Coligação,6,6,6,6,681.3
2024,PE,116,2613206,25631,Registro de Candidatura - RRC - Candidato,51,51,51,56,681.3
2024,PE,117,2609600,24910,Arregimentação de Eleitor ou Boca de Urna,2,2,0,15,589.9
2024,PE,117,2609600,24910,Boca de urna,1,1,0,10,604.2
2024,PE,117,2609600,24910,Cargo - Prefeito,4,4,3,7,626.3
2024,PE,117,2609600,24910,Citação,5,5,0,12,574.9
2024,PE,117,2609600,24910,Direito de Resposta,4,3,0,10,614.7
2024,PE,117,2609600,24910,Eleições - 1° Turno,1,1,1,12,715.3
2024,PE,117,2609600,24910,Execução - Cumprimento de Sentença,21,7,6,177,633.9
2024,PE,117,2609600,24910,Filiação Partidária - Cancelamento,2,2,2,4,748.7
2024,PE,117,2609600,24910,Injúria na Propaganda Eleitoral,1,1,1,5,641.3
2024,PE,117,2609600,24910,Inscrição Fraudulenta,2,2,0,5,279.0
2024,PE,117,2609600,24910,NI,1,1,1,5,629.5
2024,PE,117,2609600,24910,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta,1,1,0,3,625.6
2024,PE,117,2609600,24910,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,2,0,1,8,623.5
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,1,1,0,2,622.5
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,4,4,2,9,639.0
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,1,0,1,3,668.5
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Boca de Urna,1,1,0,2,625.3
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Comício/Showmício,2,2,0,4,618.8
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda,2,2,2,9,675.0
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,22,16,7,72,619.3
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada,6,1,6,43,836.0
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,2,1,0,4,605.0
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Impulsionamento,3,0,0,14,609.3
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,3,3,3,12,669.5
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Internet,2,2,1,13,619.4
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Outdoors,1,0,0,3,604.5
2024,PE,117,2609600,24910,Propaganda Política - Propaganda Eleitoral - Redes Sociais,10,8,5,52,633.5
