municipality_id_tse,state,municipality_name,n_polls_2020,polled_2020,n_firms_2020,total_sample_2020,mean_sample_2020,total_cost_2020,mean_cost_2020,n_own_polls_2020,n_polls_last30_2020,last_poll_days_before_election_2020,n_polls_2024,polled_2024,n_firms_2024,total_sample_2024,mean_sample_2024,total_cost_2024,mean_cost_2024,n_own_polls_2024,n_polls_last30_2024,last_poll_days_before_election_2024,delta_n_polls_2024_2020,delta_polled_2024_2020,delta_n_firms_2024_2020,delta_total_sample_2024_2020,delta_mean_sample_2024_2020,delta_total_cost_2024_2020,delta_mean_cost_2024_2020,delta_n_own_polls_2024_2020,delta_n_polls_last30_2024_2020,delta_last_poll_days_before_election_2024_2020,polled_both,polled_either
73059,TO,MAURILÂNDIA DO TOCANTINS,2.0,1.0,2.0,847.0,423.5,6500.0,3250.0,2.0,2.0,9.0,8.0,1.0,4.0,2100.0,262.5,16500.0,2062.5,1.0,6.0,116.0,6.0,0.0,2.0,1253.0,-161.0,10000.0,-1187.5,-1.0,4.0,107.0,1,1
73067,TO,CACHOEIRINHA,1.0,1.0,1.0,150.0,150.0,3000.0,3000.0,1.0,1.0,16.0,3.0,1.0,2.0,510.0,170.0,15000.0,5000.0,2.0,2.0,44.0,2.0,0.0,1.0,360.0,20.0,12000.0,2000.0,1.0,1.0,28.0,1,1
73075,TO,ANGICO,2.0,1.0,2.0,550.0,275.0,4500.0,2250.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-550.0,,,,-1.0,-2.0,,0,1
73083,TO,PALMEIRANTE,1.0,1.0,1.0,250.0,250.0,1600.0,1600.0,1.0,1.0,7.0,1.0,1.0,1.0,200.0,200.0,1500.0,1500.0,0.0,1.0,6.0,0.0,0.0,0.0,-50.0,-50.0,-100.0,-100.0,-1.0,0.0,-1.0,1,1
73091,TO,CAMPOS LINDOS,6.0,1.0,5.0,1870.0,311.6666666666667,30000.0,5000.0,6.0,6.0,28.0,2.0,1.0,1.0,230.0,115.0,10000.0,5000.0,2.0,1.0,107.0,-4.0,0.0,-4.0,-1640.0,-196.66666666666669,-20000.0,0.0,-4.0,-5.0,79.0,1,1
73105,TO,SÃO FÉLIX DO TOCANTINS,2.0,1.0,1.0,600.0,300.0,6000.0,3000.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-1.0,-600.0,,,,-2.0,-1.0,,0,1
73113,TO,LAGOA DO TOCANTINS,3.0,1.0,3.0,745.0,248.33333333333334,12000.0,4000.0,3.0,3.0,10.0,2.0,1.0,2.0,430.0,215.0,11900.0,5950.0,0.0,1.0,51.0,-1.0,0.0,-1.0,-315.0,-33.33333333333334,-100.0,1950.0,-3.0,-2.0,41.0,1,1
73121,TO,BOM JESUS DO TOCANTINS,3.0,1.0,3.0,720.0,240.0,13000.0,4333.333333333333,2.0,2.0,35.0,5.0,1.0,4.0,1340.0,268.0,18000.0,3600.0,4.0,3.0,56.0,2.0,0.0,1.0,620.0,28.0,5000.0,-733.333333333333,2.0,1.0,21.0,1,1
73130,TO,SANTA MARIA DO TOCANTINS,2.0,1.0,2.0,441.0,220.5,5500.0,2750.0,1.0,2.0,17.0,1.0,1.0,1.0,100.0,100.0,4000.0,4000.0,1.0,0.0,152.0,-1.0,0.0,-1.0,-341.0,-120.5,-1500.0,1250.0,0.0,-2.0,135.0,1,1
73148,TO,NOVO ALEGRE,2.0,1.0,2.0,440.0,220.0,8000.0,4000.0,2.0,2.0,19.0,1.0,1.0,1.0,140.0,140.0,7000.0,7000.0,1.0,1.0,4.0,-1.0,0.0,-1.0,-300.0,-80.0,-1000.0,3000.0,-1.0,-1.0,-15.0,1,1
73156,TO,SANDOLÂNDIA,1.0,1.0,1.0,130.0,130.0,3000.0,3000.0,1.0,1.0,24.0,4.0,1.0,2.0,649.0,162.25,23000.0,5750.0,4.0,2.0,99.0,3.0,0.0,1.0,519.0,32.25,20000.0,2750.0,3.0,1.0,75.0,1,1
73164,TO,TAIPAS DO TOCANTINS,1.0,1.0,1.0,137.0,137.0,4000.0,4000.0,1.0,0.0,31.0,1.0,1.0,1.0,150.0,150.0,1500.0,1500.0,0.0,1.0,8.0,0.0,0.0,0.0,13.0,13.0,-2500.0,-2500.0,-1.0,1.0,-23.0,1,1
73172,TO,NOVO JARDIM,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,580.0,193.33333333333334,10000.0,3333.3333333333335,1.0,2.0,77.0,3.0,1.0,2.0,580.0,,,,1.0,2.0,,0,1
73180,TO,SÃO MIGUEL DO TOCANTINS,6.0,1.0,5.0,1452.0,242.0,18000.0,3000.0,5.0,4.0,125.0,10.0,1.0,4.0,2245.0,224.5,37000.0,3700.0,6.0,5.0,187.0,4.0,0.0,-1.0,793.0,-17.5,19000.0,700.0,1.0,1.0,62.0,1,1
73199,TO,FORTALEZA DO TABOCÃO,3.0,1.0,2.0,631.0,210.33333333333334,9800.0,3266.6666666666665,3.0,3.0,10.0,8.0,1.0,6.0,1790.0,223.75,26500.0,3312.5,4.0,6.0,128.0,5.0,0.0,4.0,1159.0,13.416666666666657,16700.0,45.833333333333485,1.0,3.0,118.0,1,1
73202,TO,ITAPIRATINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,140.0,140.0,7000.0,7000.0,1.0,1.0,7.0,1.0,1.0,1.0,140.0,,,,1.0,1.0,,0,1
73210,TO,CENTENÁRIO,1.0,1.0,1.0,200.0,200.0,3000.0,3000.0,1.0,1.0,6.0,4.0,1.0,4.0,860.0,215.0,18000.0,4500.0,2.0,3.0,205.0,3.0,0.0,3.0,660.0,15.0,15000.0,1500.0,1.0,2.0,199.0,1,1
73229,TO,RECURSOLÂNDIA,5.0,1.0,2.0,1450.0,290.0,23000.0,4600.0,5.0,5.0,28.0,3.0,1.0,2.0,650.0,216.66666666666666,10000.0,3333.3333333333335,1.0,2.0,32.0,-2.0,0.0,0.0,-800.0,-73.33333333333334,-13000.0,-1266.6666666666665,-4.0,-3.0,4.0,1,1
73245,TO,BRASILÂNDIA DO TOCANTINS,2.0,1.0,2.0,290.0,145.0,5000.0,2500.0,1.0,1.0,33.0,2.0,1.0,2.0,396.0,198.0,8013.18,4006.59,2.0,1.0,203.0,0.0,0.0,0.0,106.0,53.0,3013.1800000000003,1506.5900000000001,1.0,0.0,170.0,1,1
73253,TO,JUARINA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,462.0,231.0,12300.0,6150.0,1.0,2.0,12.0,2.0,1.0,2.0,462.0,,,,1.0,2.0,,0,1
73261,TO,PAU D'ARCO,1.0,1.0,1.0,300.0,300.0,3500.0,3500.0,0.0,1.0,7.0,8.0,1.0,5.0,2000.0,250.0,25600.0,3200.0,4.0,7.0,43.0,7.0,0.0,4.0,1700.0,-50.0,22100.0,-300.0,4.0,6.0,36.0,1,1
73270,TO,MATEIROS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,1.0,500.0,250.0,7500.0,3750.0,2.0,1.0,39.0,2.0,1.0,1.0,500.0,,,,2.0,1.0,,0,1
73288,TO,SÃO BENTO DO TOCANTINS,4.0,1.0,4.0,1523.0,380.75,14500.0,3625.0,3.0,3.0,83.0,5.0,1.0,3.0,1283.0,256.6,14500.0,2900.0,1.0,2.0,153.0,1.0,0.0,-1.0,-240.0,-124.14999999999998,0.0,-725.0,-2.0,-1.0,70.0,1,1
73296,TO,ESPERANTINA,1.0,1.0,1.0,256.0,256.0,4000.0,4000.0,1.0,1.0,3.0,6.0,1.0,5.0,1420.0,236.66666666666666,17500.0,2916.6666666666665,2.0,6.0,17.0,5.0,0.0,4.0,1164.0,-19.333333333333343,13500.0,-1083.3333333333335,1.0,5.0,14.0,1,1
73300,TO,CARIRI DO TOCANTINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,1000.0,333.3333333333333,15600.0,5200.0,1.0,2.0,102.0,3.0,1.0,2.0,1000.0,,,,1.0,2.0,,0,1
73318,TO,ARAGUANÃ,2.0,1.0,2.0,650.0,325.0,5000.0,2500.0,2.0,2.0,8.0,1.0,1.0,1.0,170.0,170.0,7000.0,7000.0,1.0,1.0,12.0,-1.0,0.0,-1.0,-480.0,-155.0,2000.0,4500.0,-1.0,-1.0,4.0,1,1
73326,TO,CARMOLÂNDIA,2.0,1.0,2.0,400.0,200.0,6500.0,3250.0,1.0,1.0,39.0,5.0,1.0,2.0,590.0,118.0,17500.0,3500.0,1.0,2.0,195.0,3.0,0.0,0.0,190.0,-82.0,11000.0,250.0,0.0,1.0,156.0,1,1
73334,TO,ARAGOMINAS,2.0,1.0,2.0,600.0,300.0,5000.0,2500.0,2.0,2.0,12.0,3.0,1.0,1.0,396.0,132.0,18000.0,6000.0,3.0,2.0,107.0,1.0,0.0,-1.0,-204.0,-168.0,13000.0,3500.0,1.0,0.0,95.0,1,1
73342,TO,MURICILÂNDIA,2.0,1.0,1.0,200.0,100.0,7000.0,3500.0,0.0,1.0,39.0,6.0,1.0,3.0,811.0,135.16666666666666,28500.0,4750.0,6.0,3.0,135.0,4.0,0.0,2.0,611.0,35.16666666666666,21500.0,1250.0,6.0,2.0,96.0,1,1
73350,TO,SANTA FÉ DO ARAGUAIA,1.0,1.0,1.0,300.0,300.0,2000.0,2000.0,1.0,1.0,3.0,4.0,1.0,2.0,655.0,163.75,17000.0,4250.0,4.0,1.0,136.0,3.0,0.0,1.0,355.0,-136.25,15000.0,2250.0,3.0,0.0,133.0,1,1
73369,TO,JAÚ DO TOCANTINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,2.0,508.0,254.0,5000.0,2500.0,2.0,1.0,45.0,2.0,1.0,2.0,508.0,,,,2.0,1.0,,0,1
73385,TO,LAGOA DA CONFUSÃO,5.0,1.0,3.0,1750.0,350.0,15900.0,3180.0,5.0,4.0,38.0,3.0,1.0,3.0,1040.0,346.6666666666667,11000.0,3666.6666666666665,3.0,2.0,76.0,-2.0,0.0,0.0,-710.0,-3.3333333333333144,-4900.0,486.6666666666665,-2.0,-2.0,38.0,1,1
73407,TO,LAJEADO,2.0,1.0,2.0,370.0,185.0,8000.0,4000.0,2.0,1.0,38.0,6.0,1.0,3.0,1882.0,313.6666666666667,24500.0,4083.3333333333335,6.0,4.0,114.0,4.0,0.0,1.0,1512.0,128.66666666666669,16500.0,83.33333333333348,4.0,3.0,76.0,1,1
73415,TO,RIO DOS BOIS,1.0,1.0,1.0,250.0,250.0,1600.0,1600.0,1.0,1.0,9.0,5.0,1.0,4.0,951.0,190.2,12250.0,2450.0,3.0,3.0,136.0,4.0,0.0,3.0,701.0,-59.80000000000001,10650.0,850.0,2.0,2.0,127.0,1,1
73423,TO,CARRASCO BONITO,3.0,1.0,2.0,745.0,248.33333333333334,11000.0,3666.6666666666665,1.0,3.0,27.0,6.0,1.0,4.0,1139.0,189.83333333333334,26000.0,4333.333333333333,5.0,3.0,128.0,3.0,0.0,2.0,394.0,-58.5,15000.0,666.6666666666665,4.0,0.0,101.0,1,1
73431,TO,RIO DA CONCEIÇÃO,2.0,1.0,2.0,500.0,250.0,7500.0,3750.0,2.0,1.0,78.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-500.0,,,,-2.0,-1.0,,0,1
73440,TO,PALMAS,54.0,1.0,18.0,44456.0,823.2592592592592,749889.47,13886.842037037037,44.0,32.0,246.0,80.0,1.0,18.0,69258.0,865.725,1630382.05,20379.775625000002,45.0,26.0,255.0,26.0,0.0,0.0,24802.0,42.465740740740785,880492.5800000001,6492.933587962965,1.0,-6.0,9.0,1,1
73458,TO,TUPIRAMA,4.0,1.0,4.0,1090.0,272.5,10600.0,2650.0,4.0,3.0,37.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-4.0,-1.0,-4.0,-1090.0,,,,-4.0,-3.0,,0,1
73466,TO,OLIVEIRA DE FÁTIMA,1.0,1.0,1.0,250.0,250.0,3000.0,3000.0,1.0,0.0,46.0,2.0,1.0,2.0,320.0,160.0,8500.0,4250.0,1.0,2.0,6.0,1.0,0.0,1.0,70.0,-90.0,5500.0,1250.0,0.0,2.0,-40.0,1,1
73474,TO,CHAPADA DE AREIA,6.0,1.0,3.0,1535.0,255.83333333333334,10900.0,1816.6666666666667,6.0,6.0,26.0,5.0,1.0,3.0,1548.0,309.6,10500.0,2100.0,5.0,3.0,177.0,-1.0,0.0,0.0,13.0,53.76666666666668,-400.0,283.33333333333326,-1.0,-3.0,151.0,1,1
73482,TO,CHAPADA DA NATIVIDADE,2.0,1.0,2.0,600.0,300.0,7500.0,3750.0,2.0,1.0,78.0,2.0,1.0,2.0,643.0,321.5,5500.0,2750.0,0.0,2.0,30.0,0.0,0.0,0.0,43.0,21.5,-2000.0,-1000.0,-2.0,1.0,-48.0,1,1
73512,TO,AGUIARNÓPOLIS,2.0,1.0,1.0,180.0,90.0,9000.0,4500.0,0.0,2.0,22.0,5.0,1.0,2.0,580.0,116.0,17500.0,3500.0,4.0,2.0,172.0,3.0,0.0,1.0,400.0,26.0,8500.0,-1000.0,4.0,0.0,150.0,1,1
73520,TO,LUZINÓPOLIS,5.0,1.0,3.0,1001.0,200.2,14000.0,2800.0,4.0,2.0,249.0,2.0,1.0,1.0,570.0,285.0,4000.0,2000.0,0.0,1.0,52.0,-3.0,0.0,-2.0,-431.0,84.80000000000001,-10000.0,-800.0,-4.0,-1.0,-197.0,1,1
73539,TO,SANTA TEREZINHA DO TOCANTINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,101.0,101.0,3000.0,3000.0,1.0,0.0,167.0,1.0,1.0,1.0,101.0,,,,1.0,0.0,,0,1
73547,TO,SANTA RITA DO TOCANTINS,5.0,1.0,4.0,924.0,184.8,18000.0,3600.0,4.0,2.0,244.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-5.0,-1.0,-4.0,-924.0,,,,-4.0,-2.0,,0,1
73555,TO,CRIXÁS DO TOCANTINS,2.0,1.0,2.0,500.0,250.0,6000.0,3000.0,2.0,2.0,15.0,1.0,1.0,1.0,113.0,113.0,4000.0,4000.0,1.0,0.0,109.0,-1.0,0.0,-1.0,-387.0,-137.0,-2000.0,1000.0,-1.0,-2.0,94.0,1,1
73563,TO,MONTE SANTO DO TOCANTINS,3.0,1.0,3.0,640.0,213.33333333333334,6500.0,2166.6666666666665,3.0,3.0,6.0,4.0,1.0,4.0,1035.0,258.75,8500.0,2125.0,1.0,4.0,10.0,1.0,0.0,1.0,395.0,45.41666666666666,2000.0,-41.666666666666515,-2.0,1.0,4.0,1,1
73571,TO,PUGMIL,5.0,1.0,3.0,1090.0,218.0,7900.0,1580.0,5.0,2.0,293.0,4.0,1.0,2.0,1080.0,270.0,12000.0,3000.0,4.0,2.0,54.0,-1.0,0.0,-1.0,-10.0,52.0,4100.0,1420.0,-1.0,0.0,-239.0,1,1
73580,TO,BANDEIRANTES DO TOCANTINS,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,3.0,700.0,233.33333333333334,6000.0,2000.0,0.0,3.0,8.0,3.0,1.0,3.0,700.0,,,,0.0,3.0,,0,1
73598,TO,IPUEIRAS,2.0,1.0,1.0,400.0,200.0,4000.0,2000.0,2.0,2.0,24.0,4.0,1.0,2.0,1180.0,295.0,12250.0,3062.5,3.0,3.0,67.0,2.0,0.0,1.0,780.0,95.0,8250.0,1062.5,1.0,1.0,43.0,1,1
73601,TO,LAVANDEIRA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,250.0,250.0,3000.0,3000.0,0.0,0.0,81.0,1.0,1.0,1.0,250.0,,,,0.0,0.0,,0,1
73610,TO,BARRA DO OURO,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,252.0,252.0,1500.0,1500.0,0.0,1.0,25.0,1.0,1.0,1.0,252.0,,,,0.0,1.0,,0,1
73709,MT,BOA ESPERANÇA DO NORTE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,200.0,200.0,13000.0,13000.0,0.0,0.0,39.0,1.0,1.0,1.0,200.0,,,,0.0,0.0,,0,1
74004,PR,GODOY MOREIRA,1.0,1.0,1.0,200.0,200.0,3000.0,3000.0,0.0,1.0,8.0,2.0,1.0,2.0,664.0,332.0,14000.0,7000.0,0.0,2.0,8.0,1.0,0.0,1.0,464.0,132.0,11000.0,4000.0,0.0,1.0,0.0,1,1
74020,PR,IBEMA,2.0,1.0,2.0,700.0,350.0,6000.0,3000.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-2.0,-1.0,-2.0,-700.0,,,,0.0,-2.0,,0,1
74047,PR,LINDOESTE,2.0,1.0,2.0,856.0,428.0,7400.0,3700.0,1.0,0.0,71.0,3.0,1.0,2.0,850.0,283.3333333333333,17000.0,5666.666666666667,0.0,2.0,40.0,1.0,0.0,0.0,-6.0,-144.66666666666669,9600.0,1966.666666666667,-1.0,2.0,-31.0,1,1
74055,PR,AGUDOS DO SUL,1.0,1.0,1.0,400.0,400.0,9500.0,9500.0,0.0,0.0,-495.0,3.0,1.0,2.0,1068.0,356.0,15000.0,5000.0,0.0,2.0,34.0,2.0,0.0,1.0,668.0,-44.0,5500.0,-4500.0,0.0,2.0,529.0,1,1
74063,PR,OURO VERDE DO OESTE,4.0,1.0,3.0,1406.0,351.5,12200.0,3050.0,0.0,4.0,19.0,1.0,1.0,1.0,400.0,400.0,4000.0,4000.0,0.0,1.0,7.0,-3.0,0.0,-2.0,-1006.0,48.5,-8200.0,950.0,0.0,-3.0,-12.0,1,1
74071,PR,ALMIRANTE TAMANDARÉ,2.0,1.0,1.0,857.0,428.5,25000.0,12500.0,0.0,2.0,20.0,4.0,1.0,3.0,1780.0,445.0,27000.0,6750.0,0.0,2.0,33.0,2.0,0.0,2.0,923.0,16.5,2000.0,-5750.0,0.0,0.0,13.0,1,1
74080,PR,SANTA TEREZA DO OESTE,2.0,1.0,1.0,700.0,350.0,3000.0,1500.0,0.0,1.0,95.0,7.0,1.0,5.0,2629.0,375.57142857142856,40500.0,5785.714285714285,1.0,5.0,82.0,5.0,0.0,4.0,1929.0,25.571428571428555,37500.0,4285.714285714285,1.0,4.0,-13.0,1,1
74101,PR,ANAHY,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,400.0,400.0,4500.0,4500.0,0.0,0.0,37.0,1.0,1.0,1.0,400.0,,,,0.0,0.0,,0,1
74110,PR,ALTO PIQUIRI,2.0,1.0,2.0,545.0,272.5,6500.0,3250.0,1.0,1.0,34.0,1.0,1.0,1.0,300.0,300.0,9000.0,9000.0,0.0,1.0,2.0,-1.0,0.0,-1.0,-245.0,27.5,2500.0,5750.0,-1.0,0.0,-32.0,1,1
74128,PR,ÂNGULO,1.0,1.0,1.0,300.0,300.0,5000.0,5000.0,0.0,1.0,18.0,3.0,1.0,3.0,958.0,319.3333333333333,18000.0,6000.0,0.0,2.0,56.0,2.0,0.0,2.0,658.0,19.333333333333314,13000.0,1000.0,0.0,1.0,38.0,1,1
74136,PR,ALVORADA DO SUL,1.0,1.0,1.0,252.0,252.0,3500.0,3500.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-252.0,,,,0.0,-1.0,,0,1
74152,PR,AMAPORÃ,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3.0,1.0,2.0,880.0,293.3333333333333,19000.0,6333.333333333333,1.0,3.0,23.0,3.0,1.0,2.0,880.0,,,,1.0,3.0,,0,1
74187,PR,BRASILÂNDIA DO SUL,2.0,1.0,1.0,400.0,200.0,5000.0,2500.0,1.0,1.0,99.0,3.0,1.0,2.0,890.0,296.6666666666667,19500.0,6500.0,0.0,1.0,63.0,1.0,0.0,1.0,490.0,96.66666666666669,14500.0,4000.0,-1.0,0.0,-36.0,1,1
74209,PR,CAFEZAL DO SUL,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,292.0,292.0,6000.0,6000.0,0.0,0.0,35.0,1.0,1.0,1.0,292.0,,,,0.0,0.0,,0,1
74217,PR,ANTONINA,2.0,1.0,2.0,800.0,400.0,16500.0,8250.0,0.0,2.0,13.0,3.0,1.0,2.0,1300.0,433.3333333333333,33000.0,11000.0,0.0,3.0,15.0,1.0,0.0,0.0,500.0,33.333333333333314,16500.0,2750.0,0.0,1.0,2.0,1,1
74225,PR,CANDÓI,5.0,1.0,3.0,1836.0,367.2,23000.0,4600.0,0.0,4.0,42.0,3.0,1.0,1.0,1500.0,500.0,20000.0,6666.666666666667,0.0,2.0,220.0,-2.0,0.0,-2.0,-336.0,132.8,-3000.0,2066.666666666667,0.0,-2.0,178.0,1,1
74233,PR,ANTONIO OLINTO,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,450.0,450.0,8000.0,8000.0,0.0,1.0,15.0,1.0,1.0,1.0,450.0,,,,0.0,1.0,,0,1
74250,PR,APUCARANA,1.0,1.0,1.0,600.0,600.0,10000.0,10000.0,0.0,1.0,7.0,2.0,1.0,2.0,1260.0,630.0,14950.0,7475.0,0.0,1.0,205.0,1.0,0.0,1.0,660.0,30.0,4950.0,-2525.0,0.0,0.0,198.0,1,1
74268,PR,DIAMANTE DO SUL,1.0,1.0,1.0,305.0,305.0,2000.0,2000.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-305.0,,,,0.0,-1.0,,0,1
74276,PR,ARAPONGAS,1.0,1.0,1.0,400.0,400.0,9000.0,9000.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-400.0,,,,0.0,-1.0,,0,1
74284,PR,ENTRE RIOS DO OESTE,2.0,1.0,2.0,600.0,300.0,9000.0,4500.0,0.0,2.0,7.0,1.0,1.0,1.0,300.0,300.0,9000.0,9000.0,1.0,1.0,12.0,-1.0,0.0,-1.0,-300.0,0.0,0.0,4500.0,1.0,-1.0,5.0,1,1
74292,PR,ARAPOTI,3.0,1.0,2.0,976.0,325.3333333333333,16000.0,5333.333333333333,0.0,1.0,41.0,2.0,1.0,2.0,750.0,375.0,25000.0,12500.0,0.0,2.0,8.0,-1.0,0.0,0.0,-226.0,49.666666666666686,9000.0,7166.666666666667,0.0,1.0,-33.0,1,1
74306,PR,FAROL,0.0,0.0,0.0,0.0,,,,0.0,0.0,,2.0,1.0,1.0,600.0,300.0,15000.0,7500.0,0.0,1.0,38.0,2.0,1.0,1.0,600.0,,,,0.0,1.0,,0,1
74322,PR,FAZENDA RIO GRANDE,9.0,1.0,5.0,4479.0,497.6666666666667,74000.0,8222.222222222223,0.0,8.0,35.0,2.0,1.0,1.0,1000.0,500.0,16000.0,8000.0,0.0,2.0,27.0,-7.0,0.0,-4.0,-3479.0,2.3333333333333144,-58000.0,-222.22222222222263,0.0,-6.0,-8.0,1,1
74330,PR,MARILÂNDIA DO SUL,2.0,1.0,1.0,520.0,260.0,10000.0,5000.0,0.0,2.0,8.0,1.0,1.0,1.0,250.0,250.0,14000.0,14000.0,0.0,1.0,3.0,-1.0,0.0,0.0,-270.0,-10.0,4000.0,9000.0,0.0,-1.0,-5.0,1,1
74349,PR,FLOR DA SERRA DO SUL,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,200.0,200.0,9000.0,9000.0,0.0,1.0,10.0,1.0,1.0,1.0,200.0,,,,0.0,1.0,,0,1
74357,PR,ARAUCÁRIA,2.0,1.0,2.0,2008.0,1004.0,21000.0,10500.0,0.0,1.0,154.0,3.0,1.0,2.0,2400.0,800.0,27000.0,9000.0,0.0,3.0,26.0,1.0,0.0,0.0,392.0,-204.0,6000.0,-1500.0,0.0,2.0,-128.0,1,1
74381,PR,IGUATU,1.0,1.0,1.0,300.0,300.0,2000.0,2000.0,0.0,1.0,12.0,4.0,1.0,2.0,1300.0,325.0,29000.0,7250.0,0.0,3.0,31.0,3.0,0.0,1.0,1000.0,25.0,27000.0,5250.0,0.0,2.0,19.0,1,1
74390,PR,ASTORGA,1.0,1.0,1.0,556.0,556.0,8000.0,8000.0,0.0,1.0,8.0,1.0,1.0,1.0,414.0,414.0,6000.0,6000.0,0.0,1.0,11.0,0.0,0.0,0.0,-142.0,-142.0,-2000.0,-2000.0,0.0,0.0,3.0,1,1
74403,PR,IRACEMA DO OESTE,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,300.0,300.0,4000.0,4000.0,0.0,1.0,16.0,1.0,1.0,1.0,300.0,,,,0.0,1.0,,0,1
74411,PR,ATALAIA,1.0,1.0,1.0,240.0,240.0,6000.0,6000.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.0,-1.0,-1.0,-240.0,,,,0.0,-1.0,,0,1
74446,PR,ITAPERUÇU,3.0,1.0,2.0,1180.0,393.3333333333333,23000.0,7666.666666666667,0.0,3.0,12.0,2.0,1.0,2.0,752.0,376.0,16000.0,8000.0,0.0,2.0,10.0,-1.0,0.0,0.0,-428.0,-17.333333333333314,-7000.0,333.33333333333303,0.0,-1.0,-2.0,1,1
74454,PR,BANDEIRANTES,1.0,1.0,1.0,350.0,350.0,4000.0,4000.0,0.0,1.0,22.0,2.0,1.0,1.0,1000.0,500.0,19000.0,9500.0,0.0,2.0,20.0,1.0,0.0,0.0,650.0,150.0,15000.0,5500.0,0.0,1.0,-2.0,1,1
74462,PR,IVATÉ,1.0,1.0,1.0,361.0,361.0,4500.0,4500.0,1.0,1.0,5.0,1.0,1.0,1.0,280.0,280.0,7650.0,7650.0,0.0,1.0,3.0,0.0,0.0,0.0,-81.0,-81.0,3150.0,3150.0,-1.0,0.0,-2.0,1,1
74470,PR,BARBOSA FERRAZ,5.0,1.0,4.0,1523.0,304.6,20000.0,4000.0,4.0,5.0,15.0,6.0,1.0,4.0,2041.0,340.1666666666667,41500.0,6916.666666666667,0.0,5.0,43.0,1.0,0.0,0.0,518.0,35.56666666666666,21500.0,2916.666666666667,-4.0,0.0,28.0,1,1
74489,PR,LIDIANÓPOLIS,1.0,1.0,1.0,260.0,260.0,7500.0,7500.0,0.0,1.0,8.0,1.0,1.0,1.0,351.0,351.0,5000.0,5000.0,0.0,0.0,40.0,0.0,0.0,0.0,91.0,91.0,-2500.0,-2500.0,0.0,-1.0,32.0,1,1
74497,PR,BARRACÃO,4.0,1.0,2.0,1300.0,325.0,29000.0,7250.0,4.0,4.0,26.0,1.0,1.0,1.0,290.0,290.0,25000.0,25000.0,0.0,1.0,5.0,-3.0,0.0,-1.0,-1010.0,-35.0,-4000.0,17750.0,-4.0,-3.0,-21.0,1,1
74500,PR,MARIPÁ,2.0,1.0,2.0,745.0,372.5,8200.0,4100.0,1.0,1.0,31.0,7.0,1.0,3.0,2581.0,368.7142857142857,52400.0,7485.714285714285,0.0,4.0,259.0,5.0,0.0,1.0,1836.0,-3.7857142857142776,44200.0,3385.7142857142853,-1.0,3.0,228.0,1,1
74543,PR,MAUÁ DA SERRA,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,1.0,300.0,300.0,5000.0,5000.0,0.0,1.0,24.0,1.0,1.0,1.0,300.0,,,,0.0,1.0,,0,1
74551,PR,BITURUNA,2.0,1.0,2.0,672.0,336.0,13500.0,6750.0,0.0,2.0,25.0,1.0,1.0,1.0,300.0,300.0,17500.0,17500.0,0.0,1.0,5.0,-1.0,0.0,-1.0,-372.0,-36.0,4000.0,10750.0,0.0,-1.0,-20.0,1,1
